序号(),日期时间,时间(s),水平X1力(kN),水平X2力(kN),垂向Y1力(kN),垂向Y2力(kN),水平X1位移(mm),水平X2位移(mm),垂向Y1位移(mm),垂向Y2位移(mm),水平应变1微应变(με),水平应变2微应变(με),垂向应变1微应变(με),垂向应变2微应变(με),应变CH5微应变(με),应变CH6微应变(με),应变CH7微应变(με),应变CH8微应变(με),水平变形(mm),垂向变形(mm)
475,#2026-05-27 14:22:48#,47.6680000000015,0.000343,-0.000371,5.208191,5.190392,0,0,-0.000667,1.576667,0,0,0,0,0,0,0,0,0,0
476,#2026-05-27 14:22:48#,47.768,0.00038,-0.000497,5.23395,5.21615,0,0,-0.000667,1.583667,0,0,0,0,0,0,0,0,0,0
477,#2026-05-27 14:22:48#,47.8680000000022,0.000322,-0.000611,5.250172,5.232554,0,0,-0.000667,1.591,0,0,0,0,0,0,0,0,0,0
478,#2026-05-27 14:22:48#,47.9680000000008,0.000326,-0.000388,5.240773,5.221859,0,0,-0.000667,1.595,0,0,0,0,0,0,0,0,0,0
479,#2026-05-27 14:22:48#,48.0679999999993,0.000334,-0.000489,5.219265,5.199843,0,0,-0.000667,1.596,0,0,0,0,0,0,0,0,0,0
480,#2026-05-27 14:22:48#,48.1690000000017,0.000421,-0.00052,5.204855,5.184843,0,0,-0.000667,1.596,0,0,0,0,0,0,0,0,0,0
481,#2026-05-27 14:22:48#,48.2690000000002,0.000319,-0.000426,5.196832,5.176505,0,0,-0.000667,1.596333,0,0,0,0,0,0,0,0,0,0
482,#2026-05-27 14:22:48#,48.369999999999,0.000278,-0.000359,5.197846,5.177812,0,0,-0.000667,1.597333,0,0,0,0,0,0,0,0,0,0
483,#2026-05-27 14:22:49#,48.4510000000009,0.000257,-0.000455,5.210143,5.190938,0,0,-0.000667,1.598667,0,0,0,0,0,0,0,0,0,0
484,#2026-05-27 14:22:49#,48.5630000000019,0.000319,-0.00042,5.245509,5.226956,0,0,-0.000667,1.602,0,0,0,0,0,0,0,0,0,0
485,#2026-05-27 14:22:49#,48.6710000000021,0.000347,-0.000392,5.277184,5.259098,0,0,-0.000667,1.606,0,0,0,0,0,0,0,0,0,0
486,#2026-05-27 14:22:49#,48.7710000000006,0.000412,-0.000417,5.298603,5.28072,0,0,-0.000667,1.61,0,0,0,0,0,0,0,0,0,0
487,#2026-05-27 14:22:49#,48.8709999999992,0.000438,-0.000426,5.313128,5.295059,0,0,-0.000667,1.613667,0,0,0,0,0,0,0,0,0,0
488,#2026-05-27 14:22:49#,48.9720000000016,0.000447,-0.000457,5.320113,5.302157,0,0,-0.000667,1.616667,0,0,0,0,0,0,0,0,0,0
489,#2026-05-27 14:22:49#,49.0730000000003,0.00049,-0.000638,5.326825,5.309021,0,0,-0.000667,1.619667,0,0,0,0,0,0,0,0,0,0
490,#2026-05-27 14:22:49#,49.1729999999989,0.000341,-0.000422,5.336972,5.318962,0,0,-0.000667,1.623,0,0,0,0,0,0,0,0,0,0
491,#2026-05-27 14:22:49#,49.273000000001,0.00058,-0.000478,5.354858,5.337072,0,0,-0.000667,1.627,0,0,0,0,0,0,0,0,0,0
492,#2026-05-27 14:22:49#,49.3729999999996,0.000406,-0.000403,5.377559,5.359945,0,0,-0.000667,1.631667,0,0,0,0,0,0,0,0,0,0
493,#2026-05-27 14:22:50#,49.4730000000018,0.000365,-0.00048,5.406672,5.388875,0,0,-0.000667,1.638333,0,0,0,0,0,0,0,0,0,0
494,#2026-05-27 14:22:50#,49.5479999999989,0.000524,-0.000501,5.427884,5.410281,0,0,-0.000667,1.644667,0,0,0,0,0,0,0,0,0,0
495,#2026-05-27 14:22:50#,49.6599999999999,0.000596,-0.000447,5.419577,5.400423,0,0,-0.000667,1.650667,0,0,0,0,0,0,0,0,0,0
496,#2026-05-27 14:22:50#,49.7710000000006,0.000395,-0.00039,5.396954,5.377106,0,0,-0.000667,1.652,0,0,0,0,0,0,0,0,0,0
497,#2026-05-27 14:22:50#,49.8739999999998,0.000404,-0.000554,5.383324,5.363174,0,0,-0.000667,1.652667,0,0,0,0,0,0,0,0,0,0
498,#2026-05-27 14:22:50#,49.9750000000022,0.000453,-0.000558,5.377561,5.357145,0,0,-0.000667,1.653,0,0,0,0,0,0,0,0,0,0
499,#2026-05-27 14:22:50#,50.0750000000007,0.00038,-0.00056,5.382005,5.362284,0,0,-0.000667,1.654,0,0,0,0,0,0,0,0,0,0
500,#2026-05-27 14:22:50#,50.1749999999993,0.000324,-0.000556,5.40128,5.382034,0,0,-0.000667,1.656333,0,0,0,0,0,0,0,0,0,0
501,#2026-05-27 14:22:50#,50.2760000000017,0.00027,-0.000556,5.429754,5.410931,0,0,-0.000667,1.659333,0,0,0,0,0,0,0,0,0,0
502,#2026-05-27 14:22:50#,50.3760000000002,0.000494,-0.00068,5.455153,5.436653,0,0,-0.000667,1.662667,0,0,0,0,0,0,0,0,0,0
503,#2026-05-27 14:22:51#,50.4759999999987,0.000324,-0.000403,5.474589,5.456166,0,0,-0.000667,1.666333,0,0,0,0,0,0,0,0,0,0
504,#2026-05-27 14:22:51#,50.5780000000013,0.000401,-0.000457,5.489052,5.470586,0,0,-0.000667,1.67,0,0,0,0,0,0,0,0,0,0
505,#2026-05-27 14:22:51#,50.6779999999999,0.00035,-0.000541,5.500574,5.482195,0,0,-0.000667,1.673333,0,0,0,0,0,0,0,0,0,0
506,#2026-05-27 14:22:51#,50.7780000000021,0.000388,-0.000495,5.513134,5.494629,0,0,-0.000667,1.677,0,0,0,0,0,0,0,0,0,0
507,#2026-05-27 14:22:51#,50.8689999999988,0.000522,-0.00047,5.533109,5.514854,0,0,-0.000667,1.681333,0,0,0,0,0,0,0,0,0,0
508,#2026-05-27 14:22:51#,50.9779999999992,0.000453,-0.00048,5.564276,5.546384,0,0,-0.000667,1.688333,0,0,0,0,0,0,0,0,0,0
509,#2026-05-27 14:22:51#,51.0780000000013,0.000453,-0.000545,5.581809,5.563341,0,0,-0.000667,1.695333,0,0,0,0,0,0,0,0,0,0
510,#2026-05-27 14:22:51#,51.1790000000001,0.000339,-0.000508,5.582475,5.563351,0,0,-0.000667,1.700667,0,0,0,0,0,0,0,0,0,0
511,#2026-05-27 14:22:51#,51.2789999999986,0.000343,-0.00055,5.571391,5.551478,0.000333,0,-0.000667,1.703,0,0,0,0,0,0,0,0,0,0
512,#2026-05-27 14:22:51#,51.3790000000008,0.000334,-0.000453,5.55858,5.538027,0.000333,0.000333,-0.000667,1.704,0,0,0,0,0,0,0,0,0,0
513,#2026-05-27 14:22:52#,51.4789999999994,0.000347,-0.000441,5.55084,5.530396,0,0.000333,-0.000667,1.705,0,0,0,0,0,0,0,0,0,0
514,#2026-05-27 14:22:52#,51.5800000000017,0.000378,-0.00048,5.552188,5.531909,0.000333,0,-0.000667,1.706,0,0,0,0,0,0,0,0,0,0
515,#2026-05-27 14:22:52#,51.6800000000003,0.000287,-0.000573,5.568847,5.54924,0.000333,0.000333,-0.000667,1.708,0,0,0,0,0,0,0,0,0,0
516,#2026-05-27 14:22:52#,51.7799999999988,0.000419,-0.00065,5.59857,5.578925,0.000333,0.000333,-0.000667,1.711,0,0,0,0,0,0,0,0,0,0
517,#2026-05-27 14:22:52#,51.8559999999998,0.000395,-0.000396,5.616324,5.597224,0.000333,0,-0.000667,1.714,0,0,0,0,0,0,0,0,0,0
518,#2026-05-27 14:22:52#,51.9650000000001,0.000309,-0.000331,5.633667,5.614556,0.000333,0,-0.000667,1.717333,0,0,0,0,0,0,0,0,0,0
519,#2026-05-27 14:22:52#,52.0750000000007,0.000488,-0.000495,5.644922,5.625721,0.000333,0,-0.000667,1.720667,0,0,0,0,0,0,0,0,0,0
520,#2026-05-27 14:22:52#,52.1830000000009,0.000479,-0.000363,5.653501,5.634169,0,0.000333,-0.000667,1.723667,0,0,0,0,0,0,0,0,0,0
521,#2026-05-27 14:22:52#,52.2750000000015,0.000462,-0.000592,5.660718,5.641609,0,0.000333,-0.000667,1.726333,0,0,0,0,0,0,0,0,0,0
522,#2026-05-27 14:22:52#,52.3830000000016,0.000298,-0.000579,5.672531,5.653267,0.000333,0,-0.000667,1.729333,0,0,0,0,0,0,0,0,0,0
523,#2026-05-27 14:22:53#,52.4830000000002,0.000345,-0.000669,5.687636,5.668719,0,0.000333,-0.000667,1.732667,0,0,0,0,0,0,0,0,0,0
524,#2026-05-27 14:22:53#,52.5829999999987,0.000315,-0.000533,5.710751,5.691813,0.000333,0.000333,-0.000667,1.737333,0,0,0,0,0,0,0,0,0,0
525,#2026-05-27 14:22:53#,52.6830000000009,0.000337,-0.000462,5.736698,5.718136,0.000333,0,-0.000667,1.743,0,0,0,0,0,0,0,0,0,0
526,#2026-05-27 14:22:53#,52.7839999999997,0.000296,-0.000434,5.75603,5.737073,0.000333,0.000333,-0.000667,1.749667,0,0,0,0,0,0,0,0,0,0
527,#2026-05-27 14:22:53#,52.8509999999987,0.000393,-0.000453,5.760692,5.741353,0,0.000333,-0.000667,1.753333,0,0,0,0,0,0,0,0,0,0
528,#2026-05-27 14:22:53#,52.9850000000006,0.000313,-0.000543,5.756885,5.736337,0.000333,0.000333,-0.000667,1.758667,0,0,0,0,0,0,0,0,0,0
529,#2026-05-27 14:22:53#,53.0849999999991,0.000298,-0.000504,5.750164,5.72924,0,0.000333,-0.000333,1.760667,0,0,0,0,0,0,0,0,0,0
530,#2026-05-27 14:22:53#,53.1790000000001,0.000328,-0.000441,5.74643,5.725281,0,0.000333,-0.000333,1.762,0,0,0,0,0,0,0,0,0,0
531,#2026-05-27 14:22:53#,53.2849999999999,0.000306,-0.000659,5.74848,5.727795,0,0.000333,-0.000333,1.763333,0,0,0,0,0,0,0,0,0,0
532,#2026-05-27 14:22:53#,53.3859999999986,0.00044,-0.000462,5.760627,5.739962,0.000333,0.000333,-0.000333,1.765333,0,0,0,0,0,0,0,0,0,0
533,#2026-05-27 14:22:54#,53.4860000000008,0.000434,-0.000489,5.777139,5.756863,0,0.000333,-0.000333,1.768,0,0,0,0,0,0,0,0,0,0
534,#2026-05-27 14:22:54#,53.5859999999993,0.000365,-0.00042,5.793954,5.773889,0,0.000333,-0.000333,1.771,0,0,0,0,0,0,0,0,0,0
535,#2026-05-27 14:22:54#,53.6880000000019,0.000449,-0.000508,5.810166,5.790163,0,0.000333,-0.000333,1.774,0,0,0,0,0,0,0,0,0,0
536,#2026-05-27 14:22:54#,53.7880000000005,0.000421,-0.000378,5.823861,5.803908,0.000333,0.000333,-0.000333,1.777,0,0,0,0,0,0,0,0,0,0
537,#2026-05-27 14:22:54#,53.887999999999,0.000453,-0.000514,5.835706,5.816054,0,0.000333,-0.000333,1.780333,0,0,0,0,0,0,0,0,0,0
538,#2026-05-27 14:22:54#,53.9880000000012,0.000365,-0.000403,5.84719,5.827295,0,0.000333,-0.000333,1.783333,0,0,0,0,0,0,0,0,0,0
539,#2026-05-27 14:22:54#,54.0879999999997,0.000442,-0.000508,5.858948,5.838996,0,0.000333,-0.000333,1.786667,0,0,0,0,0,0,0,0,0,0
540,#2026-05-27 14:22:54#,54.1729999999989,0.000475,-0.000543,5.871942,5.852021,0,0.000333,-0.000333,1.79,0,0,0,0,0,0,0,0,0,0
541,#2026-05-27 14:22:54#,54.2829999999994,0.000386,-0.000483,5.89657,5.876637,0.000333,0.000333,-0.000333,1.795,0,0,0,0,0,0,0,0,0,0
542,#2026-05-27 14:22:54#,54.3889999999992,0.000375,-0.00034,5.935434,5.915833,0.000333,0.000333,-0.000667,1.803,0,0,0,0,0,0,0,0,0,0
543,#2026-05-27 14:22:55#,54.4890000000014,0.000319,-0.000493,5.967793,5.947711,0,0.000333,-0.000667,1.815,0,0,0,0,0,0,0,0,0,0
544,#2026-05-27 14:22:55#,54.5900000000001,0.000423,-0.000562,5.930079,5.907873,0.000333,0.000333,-0.000667,1.819333,0,0,0,0,0,0,0,0,0,0
545,#2026-05-27 14:22:55#,54.6899999999987,0.000423,-0.000655,5.900737,5.878184,0.000333,0,-0.000667,1.819667,0,0,0,0,0,0,0,0,0,0
546,#2026-05-27 14:22:55#,54.7900000000009,0.00038,-0.000558,5.88538,5.862208,0,0.000333,-0.000667,1.819667,0,0,0,0,0,0,0,0,0,0
547,#2026-05-27 14:22:55#,54.8909999999996,0.000347,-0.000453,5.874927,5.851719,0,0.000333,-0.000333,1.819667,0,0,0,0,0,0,0,0,0,0
548,#2026-05-27 14:22:55#,54.9910000000018,0.000218,-0.000611,5.867233,5.843938,0,0.000333,-0.000333,1.819667,0,0,0,0,0,0,0,0,0,0
549,#2026-05-27 14:22:55#,55.0910000000003,0.000151,-0.000373,5.864133,5.840709,0,0.000333,-0.000333,1.82,0,0,0,0,0,0,0,0,0,0
550,#2026-05-27 14:22:55#,55.1909999999989,0.000371,-0.000508,5.877473,5.854988,0.000333,0.000333,-0.000333,1.821333,0,0,0,0,0,0,0,0,0,0
551,#2026-05-27 14:22:55#,55.2930000000015,0.000414,-0.000386,5.917515,5.895816,0,0,-0.000333,1.824333,0,0,0,0,0,0,0,0,0,0
552,#2026-05-27 14:22:55#,55.3909999999996,0.000276,-0.000441,5.956619,5.935484,0,0.000333,-0.000333,1.828333,0,0,0,0,0,0,0,0,0,0
553,#2026-05-27 14:22:56#,55.4840000000004,0.000457,-0.00052,5.981694,5.96077,0.000333,0.000333,-0.000333,1.831667,0,0,0,0,0,0,0,0,0,0
554,#2026-05-27 14:22:56#,55.5910000000003,0.000291,-0.000357,6.002324,5.981561,0,0,-0.000333,1.835333,0,0,0,0,0,0,0,0,0,0
555,#2026-05-27 14:22:56#,55.6929999999993,0.00047,-0.000407,6.016936,5.996156,0.000333,0.000333,-0.000333,1.839,0,0,0,0,0,0,0,0,0,0
556,#2026-05-27 14:22:56#,55.7930000000015,0.000326,-0.000571,6.031123,6.01067,0,0.000333,-0.000333,1.842667,0,0,0,0,0,0,0,0,0,0
557,#2026-05-27 14:22:56#,55.8940000000002,0.000429,-0.000577,6.049791,6.029399,0,0,-0.000333,1.847,0,0,0,0,0,0,0,0,0,0
558,#2026-05-27 14:22:56#,55.9939999999988,0.000682,-0.000417,6.07094,6.050678,0,0.000333,-0.000667,1.852,0,0,0,0,0,0,0,0,0,0
559,#2026-05-27 14:22:56#,56.094000000001,0.000306,-0.00047,6.101937,6.082026,0,0.000333,-0.000667,1.859,0,0,0,0,0,0,0,0,0,0
560,#2026-05-27 14:22:56#,56.1949999999997,0.000449,-0.000598,6.129419,6.109572,0,0.000333,-0.000667,1.867667,0,0,0,0,0,0,0,0,0,0
561,#2026-05-27 14:22:56#,56.2950000000019,0.000339,-0.000537,6.111931,6.090877,0,0,-0.000667,1.872333,0,0,0,0,0,0,0,0,0,0
562,#2026-05-27 14:22:56#,56.3950000000004,0.000315,-0.000682,6.089459,6.067343,0,0.000333,-0.000667,1.873333,0,0,0,0,0,0,0,0,0,0
563,#2026-05-27 14:22:57#,56.494999999999,0.000378,-0.000749,6.075037,6.052829,0,0,-0.000667,1.873667,0,0,0,0,0,0,0,0,0,0
564,#2026-05-27 14:22:57#,56.5960000000014,0.000509,-0.000596,6.067847,6.045298,0,0.000333,-0.000667,1.874,0,0,0,0,0,0,0,0,0,0
565,#2026-05-27 14:22:57#,56.6830000000009,0.00036,-0.000632,6.069119,6.047005,0,0.000333,-0.000667,1.874667,0,0,0,0,0,0,0,0,0,0
566,#2026-05-27 14:22:57#,56.7930000000015,0.000363,-0.00068,6.085094,6.063574,0,0.000333,-0.000667,1.876667,0,0,0,0,0,0,0,0,0,0
567,#2026-05-27 14:22:57#,56.898000000001,0.000332,-0.000504,6.114229,6.09332,0,0.000333,-0.000667,1.879333,0,0,0,0,0,0,0,0,0,0
568,#2026-05-27 14:22:57#,56.9979999999996,0.000265,-0.000514,6.144316,6.123694,0,0.000333,-0.000667,1.883,0,0,0,0,0,0,0,0,0,0
569,#2026-05-27 14:22:57#,57.0980000000018,0.000369,-0.000634,6.16964,6.149686,0,0,-0.000667,1.886667,0,0,0,0,0,0,0,0,0,0
570,#2026-05-27 14:22:57#,57.1980000000003,0.000334,-0.000493,6.188178,6.168248,0,0.000333,-0.000667,1.890333,0,0,0,0,0,0,0,0,0,0
571,#2026-05-27 14:22:57#,57.2979999999989,0.000347,-0.000611,6.200623,6.180865,0,0.000333,-0.000667,1.894,0,0,0,0,0,0,0,0,0,0
572,#2026-05-27 14:22:57#,57.398000000001,0.000358,-0.000667,6.209649,6.190112,0,0.000333,-0.000667,1.897333,0,0,0,0,0,0,0,0,0,0
573,#2026-05-27 14:22:58#,57.4979999999996,0.000365,-0.000548,6.222611,6.203065,0,0.000333,-0.000667,1.900667,0,0,0,0,0,0,0,0,0,0
574,#2026-05-27 14:22:58#,57.599000000002,0.000468,-0.000602,6.246318,6.227155,0,0,-0.000667,1.905333,0,0,0,0,0,0,0,0,0,0
575,#2026-05-27 14:22:58#,57.6990000000005,0.000412,-0.000671,6.283048,6.264171,0,0,-0.000667,1.912333,0,0,0,0,0,0,0,0,0,0
576,#2026-05-27 14:22:58#,57.7880000000005,0.000447,-0.000468,6.328144,6.309625,0,0.000333,-0.000667,1.923,0,0,0,0,0,0,0,0,0,0
577,#2026-05-27 14:22:58#,57.8830000000016,0.000287,-0.000462,6.306179,6.286035,0,0,-0.000667,1.931,0,0,0,0,0,0,0,0,0,0
578,#2026-05-27 14:22:58#,58,0.000369,-0.000629,6.262706,6.241623,0,0,-0.000667,1.931667,0,0,0,0,0,0,0,0,0,0
579,#2026-05-27 14:22:58#,58.1009999999987,0.000405999999999992,-0.000682,6.245213,6.223924,0,0,-0.000667,1.931667,0,0,0,0,0,0,0,0,0,0
580,#2026-05-27 14:22:58#,58.2010000000009,0.000334,-0.000613,6.233799,6.212653,0,0,-0.000667,1.931667,0,0,0,0,0,0,0,0,0,0
581,#2026-05-27 14:22:58#,58.3009999999995,0.000384,-0.00077,6.225694,6.204213,0,0,-0.000667,1.931667,0,0,0,0,0,0,0,0,0,0
582,#2026-05-27 14:22:58#,58.4010000000017,0.000438,-0.000638,6.219412,6.197583,0,0.000333,-0.000667,1.931667,0,0,0,0,0,0,0,0,0,0
583,#2026-05-27 14:22:59#,58.5010000000002,0.000388,-0.000699,6.218015,6.196263,0,0,-0.000667,1.932,0,0,0,0,0,0,0,0,0,0
584,#2026-05-27 14:22:59#,58.6029999999992,0.000276,-0.000552,6.240242,6.219716,0,0,-0.000667,1.933667,0,0,0,0,0,0,0,0,0,0
585,#2026-05-27 14:22:59#,58.7030000000013,0.000561,-0.000713,6.286419,6.266843,0,0,-0.000667,1.937333,0,0,0,0,0,0,0,0,0,0
586,#2026-05-27 14:22:59#,58.8029999999999,0.000259,-0.000617,6.326025,6.306634,0,0,-0.000667,1.941,0,0,0,0,0,0,0,0,0,0
587,#2026-05-27 14:22:59#,58.9030000000021,0.000233,-0.000653,6.353299,6.334245,0,0.000333,-0.000667,1.945,0,0,0,0,0,0,0,0,0,0
588,#2026-05-27 14:22:59#,59.0030000000006,0.000222,-0.000512,6.374831,6.356263,0,0.000333,-0.000667,1.948667,0,0,0,0,0,0,0,0,0,0
589,#2026-05-27 14:22:59#,59.0980000000018,0.000427,-0.00048,6.394061,6.375899,0,0,-0.000667,1.952667,0,0,0,0,0,0,0,0,0,0
590,#2026-05-27 14:22:59#,59.2030000000013,0.000434,-0.000466,6.41228,6.394342,0,0,-0.000667,1.957333,0,0,0,0,0,0,0,0,0,0
591,#2026-05-27 14:22:59#,59.3040000000001,0.000393,-0.000506,6.43331,6.415562,0,0.000333,-0.000667,1.962667,0,0,0,0,0,0,0,0,0,0
592,#2026-05-27 14:22:59#,59.4039999999986,0.000479,-0.000558,6.460811,6.443421,0,0,-0.000667,1.969,0,0,0,0,0,0,0,0,0,0
593,#2026-05-27 14:23:00#,59.505000000001,0.000494,-0.000464,6.498178,6.480681,0,0.000333,-0.000667,1.978333,0,0,0,0,0,0,0,0,0,0
594,#2026-05-27 14:23:00#,59.6049999999996,0.000317,-0.000566,6.49199,6.473368,0,0.000333,-0.000667,1.985333,0,0,0,0,0,0,0,0,0,0
595,#2026-05-27 14:23:00#,59.7050000000017,0.000315,-0.000556,6.458161,6.438604,0,0.000333,-0.000667,1.986333,0,0,0,0,0,0,0,0,0,0
596,#2026-05-27 14:23:00#,59.8050000000003,0.000203,-0.000625,6.438721,6.418964,0,0,-0.000667,1.986333,0,0,0,0,0,0,0,0,0,0
597,#2026-05-27 14:23:00#,59.905999999999,0.000311,-0.000577,6.426728,6.406693,0,0.000333,-0.000667,1.986333,0,0,0,0,0,0,0,0,0,0
598,#2026-05-27 14:23:00#,60.0060000000012,0.000274,-0.000751,6.420214,6.399889,0,0,-0.000667,1.986667,0,0,0,0,0,0,0,0,0,0
599,#2026-05-27 14:23:00#,60.1059999999998,0.000416,-0.000661,6.423299,6.403599,0,0.000333,-0.000667,1.987333,0,0,0,0,0,0,0,0,0,0
600,#2026-05-27 14:23:00#,60.1909999999989,0.000466,-0.000699,6.440636,6.421532,0,0.000333,-0.000667,1.989,0,0,0,0,0,0,0,0,0,0
601,#2026-05-27 14:23:00#,60.3029999999999,0.000414,-0.000768,6.479522,6.461283,0,0,-0.000667,1.992667,0,0,0,0,0,0,0,0,0,0
602,#2026-05-27 14:23:00#,60.4079999999994,0.000274,-0.000524,6.512071,6.493715,0,0,-0.000667,1.996,0,0,0,0,0,0,0,0,0,0
603,#2026-05-27 14:23:01#,60.5080000000016,0.000311,-0.000657,6.536849,6.519148,0,0.000333,-0.000667,1.999667,0,0,0,0,0,0,0,0,0,0
604,#2026-05-27 14:23:01#,60.6080000000002,0.000334,-0.00073,6.560471,6.543,0,0,-0.000667,2.004,0,0,0,0,0,0,0,0,0,0
605,#2026-05-27 14:23:01#,60.7079999999987,0.000352,-0.000653,6.580037,6.562653,0,0.000333,-0.000667,2.008333,0,0,0,0,0,0,0,0,0,0
606,#2026-05-27 14:23:01#,60.8080000000009,0.000382,-0.000558,6.598883,6.581782,0,0.000333,-0.000667,2.012667,0,0,0,0,0,0,0,0,0,0
607,#2026-05-27 14:23:01#,60.9089999999997,0.000319,-0.000629,6.623825,6.60695,0,0,-0.000667,2.018667,0,0,0,0,0,0,0,0,0,0
608,#2026-05-27 14:23:01#,61.0090000000018,0.000157,-0.000499,6.649992,6.632782,0,0.000333,-0.000667,2.025667,0,0,0,0,0,0,0,0,0,0
609,#2026-05-27 14:23:01#,61.1090000000004,0.000328,-0.000512,6.687365,6.670647,0,0.000333,-0.000667,2.035333,0,0,0,0,0,0,0,0,0,0
610,#2026-05-27 14:23:01#,61.2089999999989,0.000445,-0.000743,6.664512,6.646054,0,0.000333,-0.000667,2.040667,0,0,0,0,0,0,0,0,0,0
611,#2026-05-27 14:23:01#,61.3100000000013,0.000211,-0.000686,6.631215,6.612015,0,0,-0.000667,2.041,0,0,0,0,0,0,0,0,0,0
612,#2026-05-27 14:23:01#,61.4099999999999,0.00027,-0.000594,6.612956,6.593649,0,0.000333,-0.000667,2.041,0,0,0,0,0,0,0,0,0,0
613,#2026-05-27 14:23:02#,61.4989999999998,0.000274,-0.000663,6.60228,6.58277,0,0,-0.000667,2.041,0,0,0,0,0,0,0,0,0,0
614,#2026-05-27 14:23:02#,61.6080000000002,0.000341,-0.000602,6.592975,6.573102,0,0,-0.000667,2.041,0,0,0,0,0,0,0,0,0,0
615,#2026-05-27 14:23:02#,61.7109999999993,0.00024,-0.000537,6.58871,6.568527,0,0,-0.000667,2.041,0,0,0,0,0,0,0,0,0,0
616,#2026-05-27 14:23:02#,61.8110000000015,0.000246,-0.000615,6.600728,6.581677,0,0.000333,-0.000667,2.042333,0,0,0,0,0,0,0,0,0,0
617,#2026-05-27 14:23:02#,61.9130000000005,0.000324,-0.000529,6.643849,6.625616,0,0,-0.000667,2.045667,0,0,0,0,0,0,0,0,0,0
618,#2026-05-27 14:23:02#,62.012999999999,0.000404,-0.000537,6.68622,6.668485,0,0,-0.000667,2.049667,0,0,0,0,0,0,0,0,0,0
619,#2026-05-27 14:23:02#,62.1130000000012,0.000283,-0.000545,6.711656,6.694089,0,0.000333,-0.000667,2.053333,0,0,0,0,0,0,0,0,0,0
620,#2026-05-27 14:23:02#,62.2129999999997,0.000354,-0.000577,6.728901,6.711421,0,0,-0.000667,2.056667,0,0,0,0,0,0,0,0,0,0
621,#2026-05-27 14:23:02#,62.3130000000019,0.000501,-0.000701,6.743605,6.726196,0,0,-0.000667,2.06,0,0,0,0,0,0,0,0,0,0
622,#2026-05-27 14:23:02#,62.4130000000005,0.000425,-0.000629,6.758414,6.740991,0,0.000333,-0.000667,2.063333,0,0,0,0,0,0,0,0,0,0
623,#2026-05-27 14:23:03#,62.5139999999992,0.000322,-0.00051,6.776321,6.759053,0,0,-0.000667,2.067333,0,0,0,0,0,0,0,0,0,0
624,#2026-05-27 14:23:03#,62.5930000000008,0.000341,-0.000621,6.798017,6.781057,0,0,-0.000667,2.071333,0,0,0,0,0,0,0,0,0,0
625,#2026-05-27 14:23:03#,62.7030000000013,0.000334,-0.000575,6.833132,6.816299,0,0,-0.000667,2.078667,0,0,0,0,0,0,0,0,0,0
626,#2026-05-27 14:23:03#,62.8100000000013,0.000291,-0.000531,6.859522,6.842584,0,0,-0.000667,2.087,0,0,0,0,0,0,0,0,0,0
627,#2026-05-27 14:23:03#,62.9150000000009,0.000453,-0.000818,6.858295,6.840183,0,0,-0.000667,2.092667,0,0,0,0,0,0,0,0,0,0
628,#2026-05-27 14:23:03#,63.0149999999994,0.000399,-0.000684,6.837693,6.818711,0,0,-0.000667,2.094667,0,0,0,0,0,0,0,0,0,0
629,#2026-05-27 14:23:03#,63.1160000000018,0.000334,-0.000447,6.821738,6.802454,0,0,-0.000667,2.095333,0,0,0,0,0,0,0,0,0,0
630,#2026-05-27 14:23:03#,63.2160000000003,0.000449,-0.000583,6.813735,6.794141,0,0,-0.000333,2.095667,0,0,0,0,0,0,0,0,0,0
631,#2026-05-27 14:23:03#,63.3159999999989,0.000397,-0.000497,6.814619,6.795375,0,0.000333,-0.000333,2.096667,0,0,0,0,0,0,0,0,0,0
632,#2026-05-27 14:23:03#,63.4180000000015,0.000326,-0.00072,6.828606,6.809889,0,0.000333,-0.000333,2.098333,0,0,0,0,0,0,0,0,0,0
633,#2026-05-27 14:23:04#,63.518,0.000222,-0.000632,6.853638,6.835011,0,0,-0.000333,2.101,0,0,0,0,0,0,0,0,0,0
634,#2026-05-27 14:23:04#,63.6180000000022,0.000369,-0.000594,6.87851,6.860225,0,0,-0.000333,2.104,0,0,0,0,0,0,0,0,0,0
635,#2026-05-27 14:23:04#,63.7180000000008,0.000477,-0.000701,6.898824,6.880774,0,0,-0.000333,2.107333,0,0,0,0,0,0,0,0,0,0
636,#2026-05-27 14:23:04#,63.8029999999999,0.00027,-0.000705,6.914359,6.89662,0,0,-0.000333,2.11,0,0,0,0,0,0,0,0,0,0
637,#2026-05-27 14:23:04#,63.9130000000005,0.000406,-0.000529,6.931151,6.913485,0,0,-0.000333,2.113667,0,0,0,0,0,0,0,0,0,0
638,#2026-05-27 14:23:04#,64.0190000000002,0.000309,-0.000663,6.944821,6.927341,0,0,-0.000333,2.117,0,0,0,0,0,0,0,0,0,0
639,#2026-05-27 14:23:04#,64.1189999999988,0.000507,-0.000755,6.958741,6.941267,0,0,-0.000333,2.120333,0,0,0,0,0,0,0,0,0,0
640,#2026-05-27 14:23:04#,64.2200000000012,0.000449,-0.000659,6.979481,6.962164,0,0,-0.000333,2.124333,0,0,0,0,0,0,0,0,0,0
641,#2026-05-27 14:23:04#,64.3199999999997,0.000449,-0.000621,7.015974,6.998986,0,0,-0.000333,2.130667,0,0,0,0,0,0,0,0,0,0
